channel_id,channel_number,channel_name,proposed_name,category,channel_type,disposition,deployment,scene_count,library_percent,distinct_performers,distinct_studios,filter_definition,tag_ids,tag_names,performer_ids,performer_names,studio_ids,studio_names,count_changed,quality_score,reason_selected
401|Sinful XXX: The Production Meeting,401,Sinful XXX: The Production Meeting,Sinful XXX,Studios,studio_spotlight,keep,import-ready,172,0.85,144,1,"{""include"":{""studios_any"":[""1060""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1060,Sinful XXX,no,68,"hierarchical network/studio, 172 post-JAV scenes"
402|Big Naturals: The Never-Ending Pilot,402,Big Naturals: The Never-Ending Pilot,Big Naturals,Studios,studio_spotlight,keep,import-ready,171,0.84,175,1,"{""include"":{""studios_any"":[""491""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,491,Big Naturals,no,68,"hierarchical network/studio, 171 post-JAV scenes"
403|Hot Milfs Fuck: Quality Time Control,403,Hot Milfs Fuck: Quality Time Control,Hot Milfs Fuck,Studios,studio_spotlight,keep,import-ready,169,0.83,137,1,"{""include"":{""studios_any"":[""1366""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1366,Hot Milfs Fuck,no,68,"hierarchical network/studio, 169 post-JAV scenes"
404|Mormon Girlz: The Streaming Committee,404,Mormon Girlz: The Streaming Committee,Mormon Girlz,Studios,studio_spotlight,keep,import-ready,166,0.82,44,1,"{""include"":{""studios_any"":[""959""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,959,Mormon Girlz,no,66,"hierarchical network/studio, 166 post-JAV scenes"
jw:v1:tagpair:8037:8056,405,Dress + Bedroom,Dress + Bedroom,Tag Crossovers,tag_pair,new,import-ready,386,1.9,476,97,"{""include"":{""tags_all"":[""8037"",""8056""]},""exclude"":{""tags_any"":[""9320""]}}",8037|8056,SET: Bedroom|WARD: Dress,,,,,,74,"two-tag concept, captures 26% of smaller parent, lift 3.52"
406|LA Sublime: The Unofficial Afterparty,406,LA Sublime: The Unofficial Afterparty,LA Sublime,Studios,studio_spotlight,keep,import-ready,150,0.74,86,1,"{""include"":{""studios_any"":[""2021""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,2021,LA Sublime,no,67,"hierarchical network/studio, 150 post-JAV scenes"
407|Madonna: Script Pending,407,Madonna: Script Pending,Madonna,Studios,studio_spotlight,keep,import-ready,169,0.83,126,3,"{""include"":{""studios_any"":[""819""]},""exclude"":{""tags_any"":[]}}",,,,,819,Madonna,no,69,sanctioned all-JAV studio (owner policy; no JAV exclusion)
408|PornFidelity: Channel Surfing Hazard,408,PornFidelity: Channel Surfing Hazard,PornFidelity,Studios,studio_spotlight,keep,import-ready,150,0.74,101,1,"{""include"":{""studios_any"":[""374""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,374,PornFidelity,no,68,"hierarchical network/studio, 150 post-JAV scenes"
"409|Device Bondage: Prime Time, Questionable Timing",409,"Device Bondage: Prime Time, Questionable Timing",Device Bondage,Studios,studio_spotlight,keep,import-ready,147,0.72,132,1,"{""include"":{""studios_any"":[""997""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,997,Device Bondage,no,68,"hierarchical network/studio, 147 post-JAV scenes"
410|Dirty Wives Club: All Hands Off the Remote,410,Dirty Wives Club: All Hands Off the Remote,Dirty Wives Club,Studios,studio_spotlight,keep,import-ready,145,0.71,182,1,"{""include"":{""studios_any"":[""248""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,248,Dirty Wives Club,no,69,"hierarchical network/studio, 145 post-JAV scenes"
jw:v1:tagpair:8039:8056,411,Dress + Living room,Dress + Living room,Tag Crossovers,tag_pair,new,import-ready,316,1.56,432,113,"{""include"":{""tags_all"":[""8039"",""8056""]},""exclude"":{""tags_any"":[""9320""]}}",8039|8056,SET: Living room|WARD: Dress,,,,,,74,"two-tag concept, captures 27% of smaller parent, lift 3.59"
412|The Training of O: The Credits Can Wait,412,The Training of O: The Credits Can Wait,The Training of O,Studios,studio_spotlight,keep,import-ready,143,0.7,133,1,"{""include"":{""studios_any"":[""511""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,511,The Training of O,no,68,"hierarchical network/studio, 143 post-JAV scenes"
jw:v1:tagpair:8062:10210,413,Casual + Breast play,Casual + Breast play,Tag Crossovers,tag_pair,new,import-ready,576,2.84,675,125,"{""include"":{""tags_all"":[""8062"",""10210""]},""exclude"":{""tags_any"":[""9320""]}}",8062|10210,WARD: Casual|ACT: Breast play,,,,,,74,"two-tag concept, captures 45% of smaller parent, lift 3.74"
414|Pornstars Punishment: The Binge Bureau,414,Pornstars Punishment: The Binge Bureau,Pornstars Punishment,Studios,studio_spotlight,keep,import-ready,139,0.68,141,1,"{""include"":{""studios_any"":[""701""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,701,Pornstars Punishment,no,68,"hierarchical network/studio, 139 post-JAV scenes"
415|MILFs Like it Big: The Rerun Situation,415,MILFs Like it Big: The Rerun Situation,MILFs Like it Big,Studios,studio_spotlight,keep,import-ready,138,0.68,151,1,"{""include"":{""studios_any"":[""257""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,257,MILFs Like it Big,no,68,"hierarchical network/studio, 138 post-JAV scenes"
jw:v1:tagpair:8056:8062,416,Casual + Dress,Casual + Dress,Tag Crossovers,tag_pair,new,import-ready,711,3.5,796,150,"{""include"":{""tags_all"":[""8056"",""8062""]},""exclude"":{""tags_any"":[""9320""]}}",8056|8062,WARD: Dress|WARD: Casual,,,,,,74,"two-tag concept, captures 47% of smaller parent, lift 3.86"
417|Digital Playground: Approved by Absolutely Nobody,417,Digital Playground: Approved by Absolutely Nobody,Digital Playground,Studios,studio_spotlight,keep,import-ready,210,1.03,206,5,"{""include"":{""studios_any"":[""41""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,41,Digital Playground,no,76,"hierarchical network/studio, 210 post-JAV scenes"
418|Sweet Sinner: The Late-Night Department,418,Sweet Sinner: The Late-Night Department,Sweet Sinner,Studios,studio_spotlight,keep,import-ready,126,0.62,102,1,"{""include"":{""studios_any"":[""89""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,89,Sweet Sinner,no,68,"hierarchical network/studio, 126 post-JAV scenes"
"419|Hot Wife XXX: House Rules, House Exceptions",419,"Hot Wife XXX: House Rules, House Exceptions",Hot Wife XXX,Studios,studio_spotlight,keep,import-ready,124,0.61,155,1,"{""include"":{""studios_any"":[""620""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,620,Hot Wife XXX,no,68,"hierarchical network/studio, 124 post-JAV scenes"
420|Tonight's Girlfriend: Where the Budget Went,420,Tonight's Girlfriend: Where the Budget Went,Tonight's Girlfriend,Studios,studio_spotlight,keep,import-ready,122,0.6,131,1,"{""include"":{""studios_any"":[""136""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,136,Tonight's Girlfriend,no,68,"hierarchical network/studio, 122 post-JAV scenes"
421|XXX Shades: The Production Meeting,421,XXX Shades: The Production Meeting,XXX Shades,Studios,studio_spotlight,keep,import-ready,121,0.6,122,1,"{""include"":{""studios_any"":[""527""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,527,XXX Shades,no,68,"hierarchical network/studio, 121 post-JAV scenes"
422|Exotic4K: The Never-Ending Pilot,422,Exotic4K: The Never-Ending Pilot,Exotic4K,Studios,studio_spotlight,keep,import-ready,112,0.55,141,1,"{""include"":{""studios_any"":[""1721""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1721,Exotic4K,no,68,"hierarchical network/studio, 112 post-JAV scenes"
423|Pornstars Like It Big: Quality Time Control,423,Pornstars Like It Big: Quality Time Control,Pornstars Like It Big,Studios,studio_spotlight,keep,import-ready,112,0.55,115,1,"{""include"":{""studios_any"":[""70""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,70,Pornstars Like It Big,no,68,"hierarchical network/studio, 112 post-JAV scenes"
424|Public Disgrace: The Streaming Committee,424,Public Disgrace: The Streaming Committee,Public Disgrace,Studios,studio_spotlight,keep,import-ready,107,0.53,139,1,"{""include"":{""studios_any"":[""199""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,199,Public Disgrace,no,68,"hierarchical network/studio, 107 post-JAV scenes"
425|Hard X: Not Your Local News,425,Hard X: Not Your Local News,Hard X,Studios,studio_spotlight,keep,import-ready,95,0.47,102,1,"{""include"":{""studios_any"":[""116""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,116,Hard X,no,62,"hierarchical network/studio, 95 post-JAV scenes"
jw:v1:tagpair:8000:8066,426,Spanking/impact + Athletic,Spanking/impact + Athletic,Tag Crossovers,tag_pair,new,import-ready,1712,8.43,1233,110,"{""include"":{""tags_all"":[""8000"",""8066""]},""exclude"":{""tags_any"":[""9320""]}}",8000|8066,BODY: Athletic|KINK: Spanking/impact,,,,,,67,"two-tag concept, captures 62% of smaller parent, lift 3.19"
427|Look At Her Now: Script Pending,427,Look At Her Now: Script Pending,Look At Her Now,Studios,studio_spotlight,keep,import-ready,89,0.44,113,1,"{""include"":{""studios_any"":[""807""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,807,Look At Her Now,no,62,"hierarchical network/studio, 89 post-JAV scenes"
428|Dungeon Sex: Channel Surfing Hazard,428,Dungeon Sex: Channel Surfing Hazard,Dungeon Sex,Studios,studio_spotlight,keep,import-ready,84,0.41,94,1,"{""include"":{""studios_any"":[""1645""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1645,Dungeon Sex,no,62,"hierarchical network/studio, 84 post-JAV scenes"
"429|MILFY: Prime Time, Questionable Timing",429,"MILFY: Prime Time, Questionable Timing",MILFY,Studios,studio_spotlight,keep,import-ready,85,0.42,112,1,"{""include"":{""studios_any"":[""385""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,385,MILFY,no,62,"hierarchical network/studio, 85 post-JAV scenes"
430|Thundercock: All Hands Off the Remote,430,Thundercock: All Hands Off the Remote,Thundercock,Studios,studio_spotlight,keep,import-ready,79,0.39,99,1,"{""include"":{""studios_any"":[""594""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,594,Thundercock,no,62,"hierarchical network/studio, 79 post-JAV scenes"
431|I Have A Wife: The Talent Department,431,I Have A Wife: The Talent Department,I Have A Wife,Studios,studio_spotlight,keep,import-ready,77,0.38,116,1,"{""include"":{""studios_any"":[""118""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,118,I Have A Wife,no,62,"hierarchical network/studio, 77 post-JAV scenes"
432|Don't Break Me: The Credits Can Wait,432,Don't Break Me: The Credits Can Wait,Don't Break Me,Studios,studio_spotlight,keep,import-ready,76,0.37,92,1,"{""include"":{""studios_any"":[""519""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,519,Don't Break Me,no,62,"hierarchical network/studio, 76 post-JAV scenes"
jw:v1:tagpair:8052:8066,433,Spanking/impact + Heels,Spanking/impact + Heels,Tag Crossovers,tag_pair,new,import-ready,778,3.83,783,126,"{""include"":{""tags_all"":[""8052"",""8066""]},""exclude"":{""tags_any"":[""9320""]}}",8052|8066,WARD: Heels|KINK: Spanking/impact,,,,,,68,"two-tag concept, captures 37% of smaller parent, lift 1.92"
434|Exploited College Girls: The Binge Bureau,434,Exploited College Girls: The Binge Bureau,Exploited College Girls,Studios,studio_spotlight,keep,import-ready,69,0.34,57,1,"{""include"":{""studios_any"":[""1730""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1730,Exploited College Girls,no,61,"hierarchical network/studio, 69 post-JAV scenes"
435|Big Cock Bully: The Rerun Situation,435,Big Cock Bully: The Rerun Situation,Big Cock Bully,Studios,studio_spotlight,keep,import-ready,67,0.33,93,1,"{""include"":{""studios_any"":[""366""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,366,Big Cock Bully,no,62,"hierarchical network/studio, 67 post-JAV scenes"
jw:v1:tagpair:6188:8067,436,Dom/Sub + Group,Dom/Sub + Group,Tag Crossovers,tag_pair,new,import-ready,297,1.46,474,44,"{""include"":{""tags_all"":[""6188"",""8067""]},""exclude"":{""tags_any"":[""9320""]}}",6188|8067,CAST: Group|KINK: Dom/Sub,,,,,,67,"two-tag concept, captures 24% of smaller parent, lift 2.15"
437|Reality Junkies: Approved by Absolutely Nobody,437,Reality Junkies: Approved by Absolutely Nobody,Reality Junkies,Studios,studio_spotlight,keep,import-ready,66,0.33,94,1,"{""include"":{""studios_any"":[""95""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,95,Reality Junkies,no,62,"hierarchical network/studio, 66 post-JAV scenes"
438|Spizoo: The Late-Night Department,438,Spizoo: The Late-Night Department,Spizoo,Studios,studio_spotlight,keep,import-ready,86,0.42,78,11,"{""include"":{""studios_any"":[""54""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,54,Spizoo,no,65,"hierarchical network/studio, 86 post-JAV scenes"
"439|HardX: House Rules, House Exceptions",439,"HardX: House Rules, House Exceptions",HardX,Studios,studio_spotlight,keep,import-ready,63,0.31,76,1,"{""include"":{""studios_any"":[""222""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,222,HardX,no,61,"hierarchical network/studio, 63 post-JAV scenes"
440|Devil's Film: Where the Budget Went,440,Devil's Film: Where the Budget Went,Devil's Film,Studios,studio_spotlight,keep,import-ready,62,0.31,116,1,"{""include"":{""studios_any"":[""84""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,84,Devil's Film,no,62,"hierarchical network/studio, 62 post-JAV scenes"
441|Backroom Casting Couch: The Production Meeting,441,Backroom Casting Couch: The Production Meeting,Backroom Casting Couch,Studios,studio_spotlight,keep,import-ready,61,0.3,68,1,"{""include"":{""studios_any"":[""640""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,640,Backroom Casting Couch,no,61,"hierarchical network/studio, 61 post-JAV scenes"
442|Girlsway: The Never-Ending Pilot,442,Girlsway: The Never-Ending Pilot,Girlsway,Studios,studio_spotlight,keep,import-ready,60,0.3,75,1,"{""include"":{""studios_any"":[""59""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,59,Girlsway,no,61,"hierarchical network/studio, 60 post-JAV scenes"
443|Nubile Films: Quality Time Control,443,Nubile Films: Quality Time Control,Nubile Films,Studios,studio_spotlight,keep,import-ready,92,0.45,108,4,"{""include"":{""studios_any"":[""286""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,286,Nubile Films,no,64,"hierarchical network/studio, 92 post-JAV scenes"
jw:v1:tagpair:7991:8067,444,Dom/Sub + Sex toys,Dom/Sub + Sex toys,Tag Crossovers,tag_pair,new,import-ready,718,3.54,685,61,"{""include"":{""tags_all"":[""7991"",""8067""]},""exclude"":{""tags_any"":[""9320""]}}",7991|8067,ACT: Sex toys|KINK: Dom/Sub,,,,,,72,"two-tag concept, captures 34% of smaller parent, lift 3.1"
jw:v1:tagpair:8038:8073,445,Foot fetish + Bathroom,Foot fetish + Bathroom,Tag Crossovers,tag_pair,new,import-ready,109,0.54,208,43,"{""include"":{""tags_all"":[""8038"",""8073""]},""exclude"":{""tags_any"":[""9320""]}}",8038|8073,SET: Bathroom|KINK: Foot fetish,,,,,,67,"two-tag concept, captures 18% of smaller parent, lift 2.84"
jw:v1:tagpair:8061:8073,446,Foot fetish + Barefoot,Foot fetish + Barefoot,Tag Crossovers,tag_pair,new,import-ready,110,0.54,153,53,"{""include"":{""tags_all"":[""8061"",""8073""]},""exclude"":{""tags_any"":[""9320""]}}",8061|8073,WARD: Barefoot|KINK: Foot fetish,,,,,,69,"two-tag concept, captures 23% of smaller parent, lift 3.59"
jw:v1:tagpair:8022:8084,447,POV + Step-family,POV + Step-family,Tag Crossovers,tag_pair,new,import-ready,149,0.73,141,55,"{""include"":{""tags_all"":[""8022"",""8084""]},""exclude"":{""tags_any"":[""9320""]}}",8022|8084,THEME: Step-family|PROD: POV,,,,,,69,"two-tag concept, captures 21% of smaller parent, lift 3.86"
jw:v1:tagpair:8055:8086,448,Amateur + Thong,Amateur + Thong,Tag Crossovers,tag_pair,new,import-ready,227,1.12,337,39,"{""include"":{""tags_all"":[""8055"",""8086""]},""exclude"":{""tags_any"":[""9320""]}}",8055|8086,WARD: Thong|PROD: Amateur,,,,,,68,"two-tag concept, captures 21% of smaller parent, lift 3.2"
jw:v1:tagtriple:7876:7975:8062,449,1M1F + Vaginal sex + Casual,1M1F + Vaginal sex + Casual,Tag Crossovers,tag_triple,new,import-ready,832,4.1,666,124,"{""include"":{""tags_all"":[""7876"",""7975"",""8062""]},""exclude"":{""tags_any"":[""9320""]}}",7876|7975|8062,CAST: 1M1F|ACT: Vaginal sex|WARD: Casual,,,,,,63,"locked three-tag micro-channel, <= 75% of any parent pair, 832 scenes"
jw:v1:tagtriple:7876:8020:8083,450,1M1F + Cheating + Gonzo,1M1F + Cheating + Gonzo,Tag Crossovers,tag_triple,new,import-ready,842,4.15,658,70,"{""include"":{""tags_all"":[""7876"",""8020"",""8083""]},""exclude"":{""tags_any"":[""9320""]}}",7876|8020|8083,CAST: 1M1F|THEME: Cheating|PROD: Gonzo,,,,,,58,"locked three-tag micro-channel, <= 77% of any parent pair, 842 scenes"
jw:v1:tagtriple:7876:8026:8067,451,1M1F + Roleplay + Dom/Sub,1M1F + Roleplay + Dom/Sub,Tag Crossovers,tag_triple,new,import-ready,575,2.83,473,36,"{""include"":{""tags_all"":[""7876"",""8026"",""8067""]},""exclude"":{""tags_any"":[""9320""]}}",7876|8026|8067,CAST: 1M1F|THEME: Roleplay|KINK: Dom/Sub,,,,,,64,"locked three-tag micro-channel, <= 55% of any parent pair, 575 scenes"
jw:v1:tagtriple:7975:8016:8066,452,Vaginal sex + Big dick + Spanking/impact,Vaginal sex + Big dick + Spanking/impact,Tag Crossovers,tag_triple,new,import-ready,903,4.45,844,85,"{""include"":{""tags_all"":[""7975"",""8016"",""8066""]},""exclude"":{""tags_any"":[""9320""]}}",7975|8016|8066,ACT: Vaginal sex|BODY: Big dick|KINK: Spanking/impact,,,,,,63,"locked three-tag micro-channel, <= 66% of any parent pair, 903 scenes"
jw:v1:tagtriple:7976:8002:8068,453,Anal sex + Shaved + Humiliation,Anal sex + Shaved + Humiliation,Tag Crossovers,tag_triple,new,import-ready,825,4.06,563,51,"{""include"":{""tags_all"":[""7976"",""8002"",""8068""]},""exclude"":{""tags_any"":[""9320""]}}",7976|8002|8068,ACT: Anal sex|BODY: Shaved|KINK: Humiliation,,,,,,57,"locked three-tag micro-channel, <= 78% of any parent pair, 825 scenes"
454|Twistys: The Binge Bureau,454,Twistys: The Binge Bureau,Twistys,Studios,studio_spotlight,keep,import-ready,92,0.45,64,4,"{""include"":{""studios_any"":[""50""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,50,Twistys,no,63,"hierarchical network/studio, 92 post-JAV scenes"
jw:v1:tagtriple:7976:8026:8065,455,Anal sex + Roleplay + Bondage,Anal sex + Roleplay + Bondage,Tag Crossovers,tag_triple,new,import-ready,800,3.94,490,16,"{""include"":{""tags_all"":[""7976"",""8026"",""8065""]},""exclude"":{""tags_any"":[""9320""]}}",7976|8026|8065,ACT: Anal sex|THEME: Roleplay|KINK: Bondage,,,,,,60,"locked three-tag micro-channel, <= 80% of any parent pair, 800 scenes"
jw:v1:tagtriple:7977:8026:8085,456,Blowjob + Roleplay + Narrative,Blowjob + Roleplay + Narrative,Tag Crossovers,tag_triple,new,import-ready,694,3.42,652,73,"{""include"":{""tags_all"":[""7977"",""8026"",""8085""]},""exclude"":{""tags_any"":[""9320""]}}",7977|8026|8085,ACT: Blowjob|THEME: Roleplay|PROD: Narrative,,,,,,65,"locked three-tag micro-channel, <= 64% of any parent pair, 694 scenes"
jw:v1:tagtriple:7978:8003:8020,457,Cunnilingus + Big breasts + Cheating,Cunnilingus + Big breasts + Cheating,Tag Crossovers,tag_triple,new,import-ready,656,3.23,598,75,"{""include"":{""tags_all"":[""7978"",""8003"",""8020""]},""exclude"":{""tags_any"":[""9320""]}}",7978|8003|8020,ACT: Cunnilingus|BODY: Big breasts|THEME: Cheating,,,,,,58,"locked three-tag micro-channel, <= 79% of any parent pair, 656 scenes"
jw:v1:tagtriple:7978:8016:8020,458,Cunnilingus + Big dick + Cheating,Cunnilingus + Big dick + Cheating,Tag Crossovers,tag_triple,new,import-ready,759,3.74,702,64,"{""include"":{""tags_all"":[""7978"",""8016"",""8020""]},""exclude"":{""tags_any"":[""9320""]}}",7978|8016|8020,ACT: Cunnilingus|BODY: Big dick|THEME: Cheating,,,,,,58,"locked three-tag micro-channel, <= 77% of any parent pair, 759 scenes"
jw:v1:tagtriple:7978:8037:8083,459,Cunnilingus + Bedroom + Gonzo,Cunnilingus + Bedroom + Gonzo,Tag Crossovers,tag_triple,new,import-ready,616,3.03,651,109,"{""include"":{""tags_all"":[""7978"",""8037"",""8083""]},""exclude"":{""tags_any"":[""9320""]}}",7978|8037|8083,ACT: Cunnilingus|SET: Bedroom|PROD: Gonzo,,,,,,61,"locked three-tag micro-channel, <= 74% of any parent pair, 616 scenes"
jw:v1:tagtriple:7981:8016:8066,460,Fingering + Big dick + Spanking/impact,Fingering + Big dick + Spanking/impact,Tag Crossovers,tag_triple,new,import-ready,874,4.31,858,90,"{""include"":{""tags_all"":[""7981"",""8016"",""8066""]},""exclude"":{""tags_any"":[""9320""]}}",7981|8016|8066,ACT: Fingering|BODY: Big dick|KINK: Spanking/impact,,,,,,66,"locked three-tag micro-channel, <= 54% of any parent pair, 874 scenes"
461|Nagae Style: The Production Meeting,461,Nagae Style: The Production Meeting,Nagae Style,Studios,studio_spotlight,keep,import-ready,39,0.19,41,1,"{""include"":{""studios_any"":[""1599""]},""exclude"":{""tags_any"":[]}}",,,,,1599,Nagae Style,no,54,sanctioned all-JAV studio (owner policy; no JAV exclusion)
jw:v1:tagtriple:7986:8002:8051,462,Cumshot - face + Shaved + Lingerie,Cumshot - face + Shaved + Lingerie,Tag Crossovers,tag_triple,new,import-ready,773,3.81,807,144,"{""include"":{""tags_all"":[""7986"",""8002"",""8051""]},""exclude"":{""tags_any"":[""9320""]}}",7986|8002|8051,ACT: Cumshot - face|BODY: Shaved|WARD: Lingerie,,,,,,54,"locked three-tag micro-channel, <= 55% of any parent pair, 773 scenes"
jw:v1:tagtriple:7986:8003:8052,463,Cumshot - face + Big breasts + Heels,Cumshot - face + Big breasts + Heels,Tag Crossovers,tag_triple,new,import-ready,716,3.53,687,115,"{""include"":{""tags_all"":[""7986"",""8003"",""8052""]},""exclude"":{""tags_any"":[""9320""]}}",7986|8003|8052,ACT: Cumshot - face|BODY: Big breasts|WARD: Heels,,,,,,61,"locked three-tag micro-channel, <= 60% of any parent pair, 716 scenes"
jw:v1:tagtriple:7986:8056:8083,464,Cumshot - face + Dress + Gonzo,Cumshot - face + Dress + Gonzo,Tag Crossovers,tag_triple,new,import-ready,737,3.63,736,84,"{""include"":{""tags_all"":[""7986"",""8056"",""8083""]},""exclude"":{""tags_any"":[""9320""]}}",7986|8056|8083,ACT: Cumshot - face|WARD: Dress|PROD: Gonzo,,,,,,60,"locked three-tag micro-channel, <= 77% of any parent pair, 737 scenes"
jw:v1:tagtriple:7987:8062:8083,465,Cumshot - mouth + Casual + Gonzo,Cumshot - mouth + Casual + Gonzo,Tag Crossovers,tag_triple,new,import-ready,720,3.55,764,117,"{""include"":{""tags_all"":[""7987"",""8062"",""8083""]},""exclude"":{""tags_any"":[""9320""]}}",7987|8062|8083,ACT: Cumshot - mouth|WARD: Casual|PROD: Gonzo,,,,,,66,"locked three-tag micro-channel, <= 68% of any parent pair, 720 scenes"
jw:v1:studio:1017,466,Fantasy Massage (Network),Fantasy Massage (Network),Studios,studio_spotlight,new,import-ready,67,0.33,85,5,"{""include"":{""studios_any"":[""1017""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1017,Fantasy Massage (Network),,64,"hierarchical network/studio, 67 post-JAV scenes"
jw:v1:studio:1083,467,Penthouse,Penthouse,Studios,studio_spotlight,new,import-ready,165,0.81,145,2,"{""include"":{""studios_any"":[""1083""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1083,Penthouse,,69,"hierarchical network/studio, 165 post-JAV scenes"
jw:v1:studio:1261,468,Adult Time Originals,Adult Time Originals,Studios,studio_spotlight,new,import-ready,411,2.02,394,18,"{""include"":{""studios_any"":[""1261""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1261,Adult Time Originals,,79,"hierarchical network/studio, 411 post-JAV scenes"
jw:v1:studio:1329,469,Full Porn Network,Full Porn Network,Studios,studio_spotlight,new,import-ready,105,0.52,106,11,"{""include"":{""studios_any"":[""1329""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1329,Full Porn Network,,71,"hierarchical network/studio, 105 post-JAV scenes"
jw:v1:studio:1365,470,ExploitedX,ExploitedX,Studios,studio_spotlight,new,import-ready,302,1.49,249,5,"{""include"":{""studios_any"":[""1365""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1365,ExploitedX,,76,"hierarchical network/studio, 302 post-JAV scenes"
jw:v1:studio:144,471,XEmpire,XEmpire,Studios,studio_spotlight,new,import-ready,224,1.1,183,7,"{""include"":{""studios_any"":[""144""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,144,XEmpire,,76,"hierarchical network/studio, 224 post-JAV scenes"
jw:v1:studio:153,472,Blowpass (Network),Blowpass (Network),Studios,studio_spotlight,new,import-ready,107,0.53,99,5,"{""include"":{""studios_any"":[""153""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,153,Blowpass (Network),,70,"hierarchical network/studio, 107 post-JAV scenes"
jw:v1:studio:1547,473,NF Media,NF Media,Studios,studio_spotlight,new,import-ready,153,0.75,149,3,"{""include"":{""studios_any"":[""1547""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1547,NF Media,,70,"hierarchical network/studio, 153 post-JAV scenes"
jw:v1:studio:165,474,Mile High Media,Mile High Media,Studios,studio_spotlight,new,import-ready,214,1.05,186,8,"{""include"":{""studios_any"":[""165""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,165,Mile High Media,,76,"hierarchical network/studio, 214 post-JAV scenes"
jw:v1:studio:168,475,BangBros,BangBros,Studios,studio_spotlight,new,import-ready,79,0.39,79,21,"{""include"":{""studios_any"":[""168""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,168,BangBros,,66,"hierarchical network/studio, 79 post-JAV scenes"
jw:v1:studio:1738,476,Adult Prime,Adult Prime,Studios,studio_spotlight,new,import-ready,207,1.02,181,10,"{""include"":{""studios_any"":[""1738""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1738,Adult Prime,,77,"hierarchical network/studio, 207 post-JAV scenes"
jw:v1:studio:176,477,TeamSkeet (Network),TeamSkeet (Network),Studios,studio_spotlight,new,import-ready,358,1.76,279,42,"{""include"":{""studios_any"":[""176""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,176,TeamSkeet (Network),,80,"hierarchical network/studio, 358 post-JAV scenes"
jw:v1:studio:1804,478,MetArt Network,MetArt Network,Studios,studio_spotlight,new,import-ready,62,0.31,71,5,"{""include"":{""studios_any"":[""1804""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,1804,MetArt Network,,63,"hierarchical network/studio, 62 post-JAV scenes"
jw:v1:studio:196,479,Mofos,Mofos,Studios,studio_spotlight,new,import-ready,143,0.7,171,16,"{""include"":{""studios_any"":[""196""]},""exclude"":{""tags_any"":[""9320""]}}",,,,,196,Mofos,,73,"hierarchical network/studio, 143 post-JAV scenes"
480|Hunter: Where the Budget Went,480,Hunter: Where the Budget Went,Hunter,Studios,studio_spotlight,keep,import-ready,30,0.15,0,1,"{""include"":{""studios_any"":[""2733""]},""exclude"":{""tags_any"":[]}}",,,,,2733,Hunter,no,48,sanctioned all-JAV studio (owner policy; no JAV exclusion)
