channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
552,Pool Rules Are Suggestions After Two-Piece,tag_pair,133,0.655,ALL,8048|8057,SET: Pool/water|WARD: Bikini,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Pool/water"", ""WARD: Bikini"") AND NONE_TAGS(""JAV"")",,Tag pair; 142 scenes under current production tag assignments. Branding is playful; filter columns define membership.
553,Pool Rules Are Suggestions: A Slick Production Values Special,tag_pair,112,0.552,ALL,8048|8669,SET: Pool/water|BODY: Oiled,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Pool/water"", ""BODY: Oiled"") AND NONE_TAGS(""JAV"")",,Tag pair; 258 scenes under current production tag assignments. Branding is playful; filter columns define membership.
554,"Rom-Com, Credits Optional Goes Good Lighting Department",tag_pair,276,1.360,ALL,8027|8088,THEME: Romance|PROD: Glamour,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Romance"", ""PROD: Glamour"") AND NONE_TAGS(""JAV"")",,Tag pair; 275 scenes under current production tag assignments. Branding is playful; filter columns define membership.
555,The Third-Wheel Deal Presents Reality Needs a Producer,tag_pair,94,0.463,ALL,8021|8089,THEME: Cuckolding|PROD: Reality,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Cuckolding"", ""PROD: Reality"") AND NONE_TAGS(""JAV"")",,Tag pair; 94 scenes under current production tag assignments. Branding is playful; filter columns define membership.
556,"HR Has Left the Chat: Meanwhile, Business Very Casual",tag_pair,51,0.251,ALL,8041|8063,SET: Office|WARD: Business,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Office"", ""WARD: Business"") AND NONE_TAGS(""JAV"")",,Tag pair; 53 scenes under current production tag assignments. Branding is playful; filter columns define membership.
557,Ensemble Cast Away / Standing Room Only: Crossover Night,tag_pair,89,0.438,ALL,6188|8036,CAST: Group|THEME: Gangbang,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"", ""THEME: Gangbang"") AND NONE_TAGS(""JAV"")",,"Tag pair; 401 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
558,"No Shoes, Full Service: The Bling Outside the Box Department",tag_pair,290,1.429,ALL,8061|8064,WARD: Barefoot|WARD: Jewelry,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Barefoot"", ""WARD: Jewelry"") AND NONE_TAGS(""JAV"")",,Tag pair; 290 scenes under current production tag assignments. Branding is playful; filter columns define membership.
559,Double Booking + Standing Room Only: Scheduling Conflict,tag_pair,59,0.291,ALL,7990|8036,ACT: DP|THEME: Gangbang,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: DP"", ""THEME: Gangbang"") AND NONE_TAGS(""JAV"")",,Tag pair; 146 scenes under current production tag assignments. Branding is playful; filter columns define membership.
560,Steam Team Six: Meet Slick Production Values,tag_pair,271,1.335,ALL,8038|8669,SET: Bathroom|BODY: Oiled,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Bathroom"", ""BODY: Oiled"") AND NONE_TAGS(""JAV"")",,Tag pair; 273 scenes under current production tag assignments. Branding is playful; filter columns define membership.
561,Neighborhood Watch-ish & the Reality Needs a Producer Situation,tag_pair,108,0.532,ALL,8024|8089,THEME: Voyeurism|PROD: Reality,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Voyeurism"", ""PROD: Reality"") AND NONE_TAGS(""JAV"")",,Tag pair; 108 scenes under current production tag assignments. Branding is playful; filter columns define membership.
562,"Bedtime, Allegedly After No Shoes, Full Service",tag_pair,272,1.340,ALL,8037|8061,SET: Bedroom|WARD: Barefoot,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Bedroom"", ""WARD: Barefoot"") AND NONE_TAGS(""JAV"")",,Tag pair; 271 scenes under current production tag assignments. Branding is playful; filter columns define membership.
563,Knead to Know: A Slick Production Values Special,tag_pair,149,0.734,ALL,8028|8669,THEME: Massage|BODY: Oiled,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Massage"", ""BODY: Oiled"") AND NONE_TAGS(""JAV"")",,Tag pair; 149 scenes under current production tag assignments. Branding is playful; filter columns define membership.
564,Batteries Not Included Goes Point of Contention,tag_pair,213,1.049,ALL,7991|8071,ACT: Sex toys|KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Sex toys"", ""KINK: Nipple torment"") AND NONE_TAGS(""JAV"")",,Tag pair; 212 scenes under current production tag assignments. Branding is playful; filter columns define membership.
565,Nature Calls the Shots Presents Two-Piece,tag_pair,213,1.049,ALL,8040|8057,SET: Outdoor|WARD: Bikini,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Outdoor"", ""WARD: Bikini"") AND NONE_TAGS(""JAV"")",,Tag pair; 240 scenes under current production tag assignments. Branding is playful; filter columns define membership.
566,"The Mute Button: Meanwhile, Point of Contention",tag_pair,124,0.611,ALL,8070|8071,KINK: Gags/restraints|KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Gags/restraints"", ""KINK: Nipple torment"") AND NONE_TAGS(""JAV"")",,Tag pair; 118 scenes under current production tag assignments. Branding is playful; filter columns define membership.
567,Point of Contention / Watt Could Go Wrong: Crossover Night,tag_pair,61,0.301,ALL,8071|8072,KINK: Nipple torment|KINK: Electro play,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Nipple torment"", ""KINK: Electro play"") AND NONE_TAGS(""JAV"")",,Tag pair; 60 scenes under current production tag assignments. Branding is playful; filter columns define membership.
568,The Mute Button: The Watt Could Go Wrong Department,tag_pair,91,0.448,ALL,8070|8072,KINK: Gags/restraints|KINK: Electro play,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Gags/restraints"", ""KINK: Electro play"") AND NONE_TAGS(""JAV"")",,Tag pair; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
569,Material Witness + The Mute Button: Scheduling Conflict,tag_pair,110,0.542,ALL,8059|8070,WARD: Latex/leather|KINK: Gags/restraints,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Latex/leather"", ""KINK: Gags/restraints"") AND NONE_TAGS(""JAV"")",,Tag pair; 107 scenes under current production tag assignments. Branding is playful; filter columns define membership.
570,"Bedtime, Allegedly: Meet Bling Outside the Box",tag_pair,312,1.537,ALL,8037|8064,SET: Bedroom|WARD: Jewelry,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Bedroom"", ""WARD: Jewelry"") AND NONE_TAGS(""JAV"")",,Tag pair; 313 scenes under current production tag assignments. Branding is playful; filter columns define membership.
571,"Slim Pickings, Big Ratings & the Watt Could Go Wrong Situation",tag_pair,116,0.571,ALL,7999|8072,BODY: Slim|KINK: Electro play,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""KINK: Electro play"") AND NONE_TAGS(""JAV"")",,Tag pair; 116 scenes under current production tag assignments. Branding is playful; filter columns define membership.
572,"The Middle Management After Rom-Com, Credits Optional",tag_pair,332,1.636,ALL,8005|8027,BODY: Medium breasts|THEME: Romance,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Medium breasts"", ""THEME: Romance"") AND NONE_TAGS(""JAV"")",,Tag pair; 331 scenes under current production tag assignments. Branding is playful; filter columns define membership.
573,Point Taken: A Bling Outside the Box Special,tag_pair,87,0.429,ALL,8008|8064,BODY: Big nipples|WARD: Jewelry,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big nipples"", ""WARD: Jewelry"") AND NONE_TAGS(""JAV"")",,Tag pair; 88 scenes under current production tag assignments. Branding is playful; filter columns define membership.
574,Good Lighting Department Goes Crowd-Funded Coverage,tag_pair,84,0.414,ALL,8088|8668,PROD: Glamour|ACT: Bukkake,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""PROD: Glamour"", ""ACT: Bukkake"") AND NONE_TAGS(""JAV"")",,Tag pair; 83 scenes under current production tag assignments. Branding is playful; filter columns define membership.
575,Counter Intelligence Presents Minimal Coverage,tag_pair,132,0.650,ALL,8044|8055,SET: Kitchen|WARD: Thong,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Kitchen"", ""WARD: Thong"") AND NONE_TAGS(""JAV"")",,Tag pair; 134 scenes under current production tag assignments. Branding is playful; filter columns define membership.
576,"Counter Intelligence: Meanwhile, Dress Rehearsal",tag_pair,171,0.842,ALL,8044|8056,SET: Kitchen|WARD: Dress,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Kitchen"", ""WARD: Dress"") AND NONE_TAGS(""JAV"")",,Tag pair; 170 scenes under current production tag assignments. Branding is playful; filter columns define membership.
577,Batteries Not Included / Watt Could Go Wrong: Crossover Night,tag_pair,129,0.635,ALL,7991|8072,ACT: Sex toys|KINK: Electro play,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Sex toys"", ""KINK: Electro play"") AND NONE_TAGS(""JAV"")",,Tag pair; 127 scenes under current production tag assignments. Branding is playful; filter columns define membership.
578,HR Has Left the Chat: The Dress Rehearsal Department,tag_pair,96,0.473,ALL,8041|8056,SET: Office|WARD: Dress,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Office"", ""WARD: Dress"") AND NONE_TAGS(""JAV"")",,Tag pair; 97 scenes under current production tag assignments. Branding is playful; filter columns define membership.
579,Watt Could Go Wrong + Plot Happens: Scheduling Conflict,tag_pair,114,0.562,ALL,8072|8085,KINK: Electro play|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Electro play"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 113 scenes under current production tag assignments. Branding is playful; filter columns define membership.
580,The Basement Committee: Meet Roast Department,tag_pair,87,0.429,ALL,8047|8068,SET: Dungeon|KINK: Humiliation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""SET: Dungeon"", ""KINK: Humiliation"") AND NONE_TAGS(""JAV"")",,Tag pair; 87 scenes under current production tag assignments. Branding is playful; filter columns define membership.
581,Terms & Conditions Apply & the Counter Intelligence Situation,tag_pair,171,0.842,ALL,8020|8044,THEME: Cheating|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Cheating"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 173 scenes under current production tag assignments. Branding is playful; filter columns define membership.
582,Do Not Adjust Your Set After Plot Happens,tag_pair,187,0.921,ALL,8080|8085,KINK: Sensory deprivation|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Sensory deprivation"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 187 scenes under current production tag assignments. Branding is playful; filter columns define membership.
583,Compact Rear Parking: A Counter Intelligence Special,tag_pair,148,0.729,ALL,7996|8044,BODY: Small ass|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Small ass"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 148 scenes under current production tag assignments. Branding is playful; filter columns define membership.
584,Regular Programming Goes Counter Intelligence,tag_pair,177,0.872,ALL,8019|8044,BODY: Average body|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Average body"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 191 scenes under current production tag assignments. Branding is playful; filter columns define membership.
585,The Sharing Economy Presents Counter Intelligence,tag_pair,6,0.030,ALL,8030|8044,THEME: Wife sharing|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Wife sharing"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 157 scenes under current production tag assignments. Branding is playful; filter columns define membership.
586,"Regular Programming: Meanwhile, Business Very Casual",tag_pair,150,0.739,ALL,8019|8063,BODY: Average body|WARD: Business,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Average body"", ""WARD: Business"") AND NONE_TAGS(""JAV"")",,Tag pair; 168 scenes under current production tag assignments. Branding is playful; filter columns define membership.
587,Point of Contention / Plot Happens: Crossover Night,tag_pair,133,0.655,ALL,8071|8085,KINK: Nipple torment|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Nipple torment"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 133 scenes under current production tag assignments. Branding is playful; filter columns define membership.
588,Material Witness: The Knot Your Average Department,tag_pair,264,1.301,ALL,8059|8065,WARD: Latex/leather|KINK: Bondage,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Latex/leather"", ""KINK: Bondage"") AND NONE_TAGS(""JAV"")",,Tag pair; 264 scenes under current production tag assignments. Branding is playful; filter columns define membership.
589,"Slim Pickings, Big Ratings + The Mute Button: Scheduling Conflict",tag_pair,257,1.266,ALL,7999|8070,BODY: Slim|KINK: Gags/restraints,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""KINK: Gags/restraints"") AND NONE_TAGS(""JAV"")",,Tag pair; 255 scenes under current production tag assignments. Branding is playful; filter columns define membership.
590,Two-Piece: Meet Slick Production Values,tag_pair,120,0.591,ALL,8057|8669,WARD: Bikini|BODY: Oiled,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Bikini"", ""BODY: Oiled"") AND NONE_TAGS(""JAV"")",,Tag pair; 138 scenes under current production tag assignments. Branding is playful; filter columns define membership.
591,Batteries Not Included & the The Mute Button Situation,tag_pair,310,1.527,ALL,7991|8070,ACT: Sex toys|KINK: Gags/restraints,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Sex toys"", ""KINK: Gags/restraints"") AND NONE_TAGS(""JAV"")",,Tag pair; 304 scenes under current production tag assignments. Branding is playful; filter columns define membership.
592,Material Witness After Point of Contention,tag_pair,57,0.281,ALL,8059|8071,WARD: Latex/leather|KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Latex/leather"", ""KINK: Nipple torment"") AND NONE_TAGS(""JAV"")",,Tag pair; 57 scenes under current production tag assignments. Branding is playful; filter columns define membership.
593,"Slim Pickings, Big Ratings: A Point of Contention Special",tag_pair,121,0.596,ALL,7999|8071,BODY: Slim|KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""KINK: Nipple torment"") AND NONE_TAGS(""JAV"")",,Tag pair; 121 scenes under current production tag assignments. Branding is playful; filter columns define membership.
594,One-Woman Programming Goes Crowd-Funded Coverage,tag_pair,143,0.704,ALL,7828|8668,CAST: 1F|ACT: Bukkake,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: 1F"", ""ACT: Bukkake"") AND NONE_TAGS(""JAV"")",,"Tag pair; 142 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
595,"Cardio, Allegedly Presents Quality Control Department",tag_pair,232,1.143,ALL,8000|8076,BODY: Athletic|KINK: CBT,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Athletic"", ""KINK: CBT"") AND NONE_TAGS(""JAV"")",,Tag pair; 232 scenes under current production tag assignments. Branding is playful; filter columns define membership.
596,"Pilot Episode Energy: Meanwhile, Do-It-Yourself",tag_pair,150,0.739,ALL,8029|8086,THEME: First time|PROD: Amateur,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: First time"", ""PROD: Amateur"") AND NONE_TAGS(""JAV"")",,Tag pair; 150 scenes under current production tag assignments. Branding is playful; filter columns define membership.
597,The Daily Grind / Solar Panel Discussion: Crossover Night,tag_pair,21,0.103,ALL,7992|8012,ACT: Grinding|BODY: Tan lines,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Grinding"", ""BODY: Tan lines"") AND NONE_TAGS(""JAV"")",,Tag pair; 98 scenes under current production tag assignments. Branding is playful; filter columns define membership.
598,Method Acting Gone Rogue: The Do Not Adjust Your Set Department,tag_pair,199,0.980,ALL,8026|8080,THEME: Roleplay|KINK: Sensory deprivation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Roleplay"", ""KINK: Sensory deprivation"") AND NONE_TAGS(""JAV"")",,Tag pair; 198 scenes under current production tag assignments. Branding is playful; filter columns define membership.
599,Point Taken + Oversized Delivery: Scheduling Conflict,tag_pair,30,0.148,ALL,8008|8079,BODY: Big nipples|KINK: Large insertion,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big nipples"", ""KINK: Large insertion"") AND NONE_TAGS(""JAV"")",,Tag pair; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
600,The Mute Button: Meet Plot Happens,tag_pair,234,1.153,ALL,8070|8085,KINK: Gags/restraints|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Gags/restraints"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 230 scenes under current production tag assignments. Branding is playful; filter columns define membership.
601,"Lip Service & the Rom-Com, Credits Optional Situation",tag_pair,389,1.916,ALL,7984|8027,ACT: Kissing|THEME: Romance,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Kissing"", ""THEME: Romance"") AND NONE_TAGS(""JAV"")",,Tag pair; 387 scenes under current production tag assignments. Branding is playful; filter columns define membership.
602,Ensemble Cast Away After The Plus-One Exchange,tag_pair,60,0.296,ALL,6188|8035,CAST: Group|THEME: Swingers,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"", ""THEME: Swingers"") AND NONE_TAGS(""JAV"")",,"Tag pair; 60 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
603,Ensemble Cast Away: A Double Booking Special,tag_pair,161,0.793,ALL,6188|7990,CAST: Group|ACT: DP,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: Group"", ""ACT: DP"") AND NONE_TAGS(""JAV"")",,"Tag pair; 161 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
604,Material Witness Goes Management & Other Issues,tag_pair,272,1.340,ALL,8059|8067,WARD: Latex/leather|KINK: Dom/Sub,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Latex/leather"", ""KINK: Dom/Sub"") AND NONE_TAGS(""JAV"")",,Tag pair; 276 scenes under current production tag assignments. Branding is playful; filter columns define membership.
605,"Cardio, Allegedly Presents Counter Intelligence",tag_pair,222,1.094,ALL,8000|8044,BODY: Athletic|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Athletic"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 222 scenes under current production tag assignments. Branding is playful; filter columns define membership.
606,"Two-Woman Double Bill: Meanwhile, The Daily Grind",tag_pair,154,0.759,ALL,7849|7992,CAST: 2F|ACT: Grinding,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""CAST: 2F"", ""ACT: Grinding"") AND NONE_TAGS(""JAV"")",,"Tag pair; 170 scenes under current production tag assignments. Branding is playful; filter columns define membership. Cast labels describe linked metadata, not sexual orientation or a complete-credit guarantee."
607,Compact Rear Parking / Business Very Casual: Crossover Night,tag_pair,114,0.562,ALL,7996|8063,BODY: Small ass|WARD: Business,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Small ass"", ""WARD: Business"") AND NONE_TAGS(""JAV"")",,Tag pair; 114 scenes under current production tag assignments. Branding is playful; filter columns define membership.
608,"Slim Pickings, Big Ratings: The Plot Happens Department",tag_pair,877,4.320,ALL,7999|8085,BODY: Slim|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 876 scenes under current production tag assignments. Branding is playful; filter columns define membership.
609,"Rom-Com, Credits Optional + Plot Happens: Scheduling Conflict",tag_pair,251,1.237,ALL,8027|8085,THEME: Romance|PROD: Narrative,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Romance"", ""PROD: Narrative"") AND NONE_TAGS(""JAV"")",,Tag pair; 250 scenes under current production tag assignments. Branding is playful; filter columns define membership.
610,Compact Rear Parking: Meet Minimal Coverage,tag_pair,373,1.838,ALL,7996|8055,BODY: Small ass|WARD: Thong,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Small ass"", ""WARD: Thong"") AND NONE_TAGS(""JAV"")",,Tag pair; 400 scenes under current production tag assignments. Branding is playful; filter columns define membership.
611,Public Relations Problem & the Roast Department Situation,tag_pair,167,0.823,ALL,8025|8068,THEME: Exhibitionism|KINK: Humiliation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Exhibitionism"", ""KINK: Humiliation"") AND NONE_TAGS(""JAV"")",,Tag pair; 166 scenes under current production tag assignments. Branding is playful; filter columns define membership.
612,"Slim Pickings, Big Ratings After Do Not Adjust Your Set",tag_pair,142,0.700,ALL,7999|8080,BODY: Slim|KINK: Sensory deprivation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""KINK: Sensory deprivation"") AND NONE_TAGS(""JAV"")",,Tag pair; 142 scenes under current production tag assignments. Branding is playful; filter columns define membership.
613,"Slim Pickings, Big Ratings: A Rom-Com, Credits Optional Special",tag_pair,244,1.202,ALL,7999|8027,BODY: Slim|THEME: Romance,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Slim"", ""THEME: Romance"") AND NONE_TAGS(""JAV"")",,Tag pair; 243 scenes under current production tag assignments. Branding is playful; filter columns define membership.
614,The Mute Button Goes Do Not Adjust Your Set,tag_pair,100,0.493,ALL,8070|8080,KINK: Gags/restraints|KINK: Sensory deprivation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Gags/restraints"", ""KINK: Sensory deprivation"") AND NONE_TAGS(""JAV"")",,Tag pair; 99 scenes under current production tag assignments. Branding is playful; filter columns define membership.
615,Dress Rehearsal Presents Business Very Casual,tag_pair,207,1.020,ALL,8056|8063,WARD: Dress|WARD: Business,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Dress"", ""WARD: Business"") AND NONE_TAGS(""JAV"")",,Tag pair; 208 scenes under current production tag assignments. Branding is playful; filter columns define membership.
616,"Material Witness: Meanwhile, Roast Department",tag_pair,228,1.123,ALL,8059|8068,WARD: Latex/leather|KINK: Humiliation,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""WARD: Latex/leather"", ""KINK: Humiliation"") AND NONE_TAGS(""JAV"")",,Tag pair; 228 scenes under current production tag assignments. Branding is playful; filter columns define membership.
617,Knot Your Average / Point of Contention: Crossover Night,tag_pair,216,1.064,ALL,8065|8071,KINK: Bondage|KINK: Nipple torment,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""KINK: Bondage"", ""KINK: Nipple torment"") AND NONE_TAGS(""JAV"")",,Tag pair; 215 scenes under current production tag assignments. Branding is playful; filter columns define membership.
618,Middle of the Rear: The Counter Intelligence Department,tag_pair,188,0.926,ALL,7997|8044,BODY: Medium ass|SET: Kitchen,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Medium ass"", ""SET: Kitchen"") AND NONE_TAGS(""JAV"")",,Tag pair; 187 scenes under current production tag assignments. Branding is playful; filter columns define membership.
619,The Daily Grind + Bling Outside the Box: Scheduling Conflict,tag_pair,51,0.251,ALL,7992|8064,ACT: Grinding|WARD: Jewelry,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Grinding"", ""WARD: Jewelry"") AND NONE_TAGS(""JAV"")",,Tag pair; 115 scenes under current production tag assignments. Branding is playful; filter columns define membership.
620,"The Daily Grind: Meet Bedtime, Allegedly",tag_pair,118,0.581,ALL,7992|8037,ACT: Grinding|SET: Bedroom,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""ACT: Grinding"", ""SET: Bedroom"") AND NONE_TAGS(""JAV"")",,Tag pair; 242 scenes under current production tag assignments. Branding is playful; filter columns define membership.
621,Method Acting Gone Rogue & the Good Lighting Department Situation,tag_pair,422,2.079,ALL,8026|8088,THEME: Roleplay|PROD: Glamour,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""THEME: Roleplay"", ""PROD: Glamour"") AND NONE_TAGS(""JAV"")",,Tag pair; 421 scenes under current production tag assignments. Branding is playful; filter columns define membership.
622,Point Taken After Dress Code: Whatever,tag_pair,175,0.862,ALL,8008|8062,BODY: Big nipples|WARD: Casual,ANY,9320,JAV,ALL,,,ANY,,,ANY,,,ANY,,,"ALL_TAGS(""BODY: Big nipples"", ""WARD: Casual"") AND NONE_TAGS(""JAV"")",,Tag pair; 176 scenes under current production tag assignments. Branding is playful; filter columns define membership.
